Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
414770,269-зд от 13.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Пушкинский,Кузьминское шоссе (г.пушкин) от волхонского шоссе до петербургского шоссе),-,Работы по текущему ремонту проезжей части,20210607,20210807,20210813,(этапы 3-10.2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480644&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414770&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501351&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=413899&p3=277&p4=414770,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173522&p3=156&p4=414770,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414770&msk=0&t=1
414793,270-зд от 13.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Петродворцовый,Красноармейская ул. (г.ломоносов) от владимирской ул. До ораниенбаумского пр.),Огранич.движения,Работы по ремонту дорожного покрытия,20210516,20210617,20210621,"(этапы 1, 1.2, 2, 3.1, 3.2, 3.3, 3.4, 4.1, 4.2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481702&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414793&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501355&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=414176&p3=260&p4=414793,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173678&p3=146&p4=414793,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414793&msk=0&t=1
414810,266-зд от 13.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Приморский,"Шуваловский пр. От лыжного пер. До мебельной ул., напротив д.49/92 , лит.а по мебельной ул.)",-,Работы по восстановлению благоустройства после строительства газопрово,20210516,20210525,20210604,(этап 2),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480664&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414810&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e401628&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=414436&p3=238&p4=414810,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173824&p3=76&p4=414810,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414810&msk=0&t=1
414814,271-зд от 13.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Василеостровский,Среднегаванский пр. От наличной ул. До детской ул.),Огранич.движения,Работы по ремонту дорожного покрытия,20210516,20210622,20210630,"(этапы 1.1, 1.2, 2, 3.1, 3.2, 3.3, 3.4, 4.1, 4.2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481716&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414814&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501358&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=414674&p3=238&p4=414814,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173900&p3=72&p4=414814,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414814&msk=0&t=1
414837,265-зд от 13.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Пушкинский,"Набережная ул. (г.пушкин) от садовой ул. Малой ул., включая перекрестки со среднй ул., малой ул.)",Полное закрытие дв.,Работы по прокладке газопровода,20210526,20210617,20210630,"(этапы 4,5,6,7,8 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480764&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414837&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501091&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=414912&p3=234&p4=414837,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=173972&p3=55&p4=414837,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414837&msk=0&t=1
414854,276-зд от 17.05.2021,Спб гку 'управление заказчика',7840014918,Ооо 'навигатор-сбс',7825466405,Колпинский,"Санкт-петербург, пос.сапёрный, корчминская ул., ул.победы",Полное закрытие дв.,Работы по прокладке инженерных сетей,20210601,20210901,20210909,(этап 12),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480814&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414854&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e377888&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415146&p3=247&p4=414854,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174027&p3=103&p4=414854,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414854&msk=0&t=1
414858,273-зд от 17.05.2021,Но 'фкр мкд спб',7840290890,Ооо 'арнако',7813644100,Петроградский,"Санкт-петербург, большой пр. П.с., д.26/2, мончегорская ул.",Огранич.движения,Работы по отводу пешеходов при установке строительных лесов,20210522,20211010,20211201,"(этапы 1,2,3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481269&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414858&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e500156&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415393&p3=238&p4=414858,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174130&p3=72&p4=414858,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414858&msk=0&t=1
414876,344-зд от 15.06.2021,Гуп 'тэк спб',7830001028,Гуп 'тэк спб',7830001028,Красносельский,"Санкт-петербург, пр. Ветеранов от ул. Пионерстроя до ул.тамбасова",Полное закрытие дв.,Работы по реконструкции теплосети,20210619,20210728,20210730,"(этапы 2.1, 2.3, 2, 2.2 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=488591&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414876&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e370994&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415631&p3=279&p4=414876,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174202&p3=222&p4=414876,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414876&msk=0&t=1
414968,274-зд от 17.05.2021,Ао 'реал эстейт',7811732840,Ао 'реал эстейт',7811732840,Центральный,"Новгородская ул. От ул.моисеенко до кирочной ул., кирочная ул. От новогородской ул. До 24,лит.и по ул.моисеенко)",Огранич.движения,Работы по устройству пешеходной галереи,20210520,20210708,20210714,(этап 1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480985&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414968&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e501386&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=415910&p3=238&p4=414968,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174424&p3=68&p4=414968,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414968&msk=0&t=1
414978,275-зд от 17.05.2021,Гуп 'тэк спб',7830001028,Ооо 'инженерная компания',7820031841,Пушкинский,"Окуловская ул. (посёлок шушары) от вишерской ул. До первомайской ул., у д.30, лит.а по школьной ул.)",Огранич.движения,Работы по прокладке теплосети,20210531,20210629,20210701,(этап 1.1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481000&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414978&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e407959&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416148&p3=234&p4=414978,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174492&p3=51&p4=414978,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414978&msk=0&t=1
414991,272-зд от 17.05.2021,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Невский,Ул.коллонтай от пр. Солидарности до ул. Лопатина),Огранич.движения,Работы по прокладке газопровода,20210520,20211210,20211222,(этап 5.1),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480997&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=414991&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501241&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416382&p3=234&p4=414991,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174543&p3=53&p4=414991,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e414991&msk=0&t=1
415007,277-зд от 17.05.2021,Гуп 'водоканал санкт-петербурга',7830000426,Гуп 'водоканал санкт-петербурга',7830000426,Колпинский,"Павловская ул. (г.колпино) напротив д.61, стр.1, д.57, стр.1 от ул.танкистов до ул.губина, у д.14,лит.а по ул.братьев радченко.)",Полное закрытие дв.,Работы по прокладке канализации,20210520,20210530,20210601,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480988&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=415007&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e413543&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416616&p3=243&p4=415007,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174596&p3=88&p4=415007,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e415007&msk=0&t=1
415024,280-зд от 18.05.2021,Ооо 'главстрой-спб специализированный застройщик',7839347260,Ооо 'главстрой-спб специализированный застройщик',7839347260,Выборгский,"Перекресток заречной ул.и толубеевского пр, заречная ул. От толубеевского пр. До ул.федора абрамова",Огранич.движения,Работы по прокладке инженерных сетей,20210522,20210615,20211125,"(этапы 1, 2, 4, 5 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=482423&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=415024&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e473166&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=416859&p3=243&p4=415024,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174684&p3=95&p4=415024,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e415024&msk=0&t=1
415025,279-зд от 18.05.2021,Спб гку 'дирекция транспортного строительства',7825342390,Спб гку 'дирекция транспортного строительства',7825342390,Калининский,"Ул.ольги форш от учительской ул. До тимуровской ул., исключая перекресток с пр.просвещения)",Огранич.движения,Работы по текущему ремонту дороги,20210521,20210613,20210630,"(этапы 1.1, 1.2, 2, 3, 4, 5, 6 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=481001&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=415025&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e473156&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417102&p3=243&p4=415025,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174779&p3=91&p4=415025,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e415025&msk=0&t=1
415046,282-зд от 18.05.2021,Спб гку 'дирекция заказчика',7825459800,Ао 'ремфасад',7825352172,Центральный,"Санкт-петербург, ул.зодчего росси от пл.островского до пл.ломоносова, пл.ломоносова",Огранич.движения,Работы по установке фасадных лесов и монтажу бытового городка,20210521,20220515,20220516,"(этап 1,3,4,5 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=480989&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=415046&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e473098&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=417345&p3=243&p4=415046,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=174870&p3=86&p4=415046,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e415046&msk=0&t=1
